250	1	110
255	1	110
260	1	110
265	1	110
270	1	110
275	1	110
280	1	110
285	1	110
290	1	110
295	1	110
300	1	110
305	1	110
310	1	110
315	1	110
320	1	110
325	1	110
330	1	110
335	1	110
340	1	110
345	1	110
350	1	110
355	1	110
360	1	110
365	1	110
370	1	110
375	1	110
380	1	110
385	1	110
390	1	110
395	1	110
400	1	110
405	1	110
410	1	110
415	1	110
420	1	110
425	1	110
430	1	110
435	1	110
440	1	110
445	1	110
450	1	110
50	1	130
55	1	130
60	1	130
65	1	130
70	1	130
75	1	130
80	1	130
85	1	130
90	1	130
95	1	130
100	1	130
105	1	130
110	1	130
115	1	130
120	1	130
125	1	130
130	1	130
135	1	130
140	1	130
145	1	130
150	1	130
155	1	130
160	1	130
165	1	130
170	1	130
175	1	130
180	1	130
185	1	130
190	1	130
195	1	130
200	1	130
205	1	130
210	1	130
215	1	130
220	1	130
225	1	130
230	1	130
235	1	130
240	1	130
245	1	130
250	1	130
255	1	130
260	1	130
265	1	130
270	1	130
275	1	130
280	1	130
285	1	130
290	1	130
295	1	130
300	1	130
305	1	130
310	1	130
315	1	130
320	1	130
325	1	130
330	1	130
335	1	130
340	1	130
345	1	130
350	1	130
355	1	130
360	1	130
365	1	130
370	1	130
375	1	130
380	1	130
385	1	130
390	1	130
395	1	130
400	1	130
405	1	130
410	1	130
415	1	130
420	1	130
425	1	130
430	1	130
435	1	130
440	1	130
445	1	130
450	1	130
50	1	150
55	1	150
60	1	150
65	1	150
70	1	150
75	1	150
80	1	150
85	1	150
90	1	150
95	1	150
100	1	150
105	1	150
110	1	150
115	1	150
120	1	150
125	1	150
130	1	150
135	1	150
140	1	150
145	1	150
150	1	150
155	1	150
160	1	150
165	1	150
170	1	150
175	1	150
180	1	150
185	1	150
190	1	150
195	1	150
200	1	150
205	1	150
210	1	150
215	1	150
220	1	150
225	1	150
230	1	150
235	1	150
240	1	150
245	1	150
250	1	150
255	1	150
260	1	150
265	1	150
270	1	150
275	1	150
280	1	150
285	1	150
290	1	150
295	1	150
300	1	150
305	1	150
310	1	150
315	1	150
320	1	150
325	1	150
330	1	150
335	1	150
340	1	150
345	1	150
350	1	150
355	1	150
360	1	150
365	1	150
370	1	150
375	1	150
380	1	150
385	1	150
390	1	150
395	1	150
400	1	150
405	1	150
410	1	150
415	1	150
420	1	150
425	1	150
430	1	150
435	1	150
440	1	150
445	1	150
450	1	150
50	1	170
55	1	170
60	1	170
65	1	170
70	1	170
75	1	170
80	1	170
85	1	170
90	1	170
95	1	170
100	1	170
105	1	170
110	1	170
115	1	170
120	1	170
125	1	170
130	1	170
135	1	170
140	1	170
145	1	170
150	1	170
155	1	170
160	1	170
165	1	170
170	1	170
175	1	170
180	1	170
185	1	170
190	1	170
195	1	170
200	1	170
205	1	170
210	1	170
215	1	170
220	1	170
225	1	170
230	1	170
235	1	170
240	1	170
245	1	170
250	1	170
255	1	170
260	1	170
265	1	170
270	1	170
275	1	170
280	1	170
285	1	170
290	1	170
295	1	170
300	1	170
305	1	170
310	1	170
315	1	170
320	1	170
325	1	170
330	1	170
335	1	170
340	1	170
345	1	170
350	1	170
355	1	170
360	1	170
365	1	170
370	1	170
375	1	170
380	1	170
385	1	170
390	1	170
395	1	170
400	1	170
405	1	170
410	1	170
415	1	170
420	1	170
425	1	170
430	1	170
435	1	170
440	1	170
445	1	170
450	1	170
50	1	190
55	1	190
60	1	190
65	1	190
70	1	190
75	1	190
80	1	190
85	1	190
90	1	190
95	1	190
100	1	190
105	1	190
110	1	190
115	1	190
120	1	190
125	1	190
130	1	190
135	1	190
140	1	190
145	1	190
150	1	190
155	1	190
160	1	190
165	1	190
170	1	190
175	1	190
180	1	190
185	1	190
190	1	190
195	1	190
200	1	190
205	1	190
210	1	190
215	1	190
220	1	190
225	1	190
230	1	190
235	1	190
240	1	190
245	1	190
250	1	190
255	1	190
260	1	190
265	1	190
270	1	190
275	1	190
280	1	190
285	1	190
290	1	190
295	1	190
300	1	190
305	1	190
310	1	190
315	1	190
320	1	190
325	1	190
330	1	190
335	1	190
340	1	190
345	1	190
350	1	190
355	1	190
360	1	190
365	1	190
370	1	190
375	1	190
380	1	190
385	1	190
390	1	190
395	1	190
400	1	190
405	1	190
410	1	190
415	1	190
420	1	190
425	1	190
430	1	190
435	1	190
440	1	190
445	1	190
450	1	190
50	1	210
55	1	210
60	1	210
65	1	210
70	1	210
75	1	210
80	1	210
85	1	210
90	1	210
95	1	210
100	1	210
105	1	210
110	1	210
115	1	210
120	1	210
125	1	210
130	1	210
135	1	210
140	1	210
145	1	210
150	1	210
155	1	210
160	1	210
165	1	210
170	1	210
175	1	210
180	1	210
185	1	210
190	1	210
195	1	210
200	1	210
205	1	210
210	1	210
215	1	210
220	1	210
225	1	210
230	1	210
235	1	210
240	1	210
245	1	210
250	1	210
255	1	210
260	1	210
265	1	210
270	1	210
275	1	210
280	1	210
285	1	210
290	1	210
295	1	210
300	1	210
305	1	210
310	1	210
315	1	210
320	1	210
325	1	210
330	1	210
335	1	210
340	1	210
345	1	210
350	1	210
355	1	210
360	1	210
365	1	210
370	1	210
375	1	210
380	1	210
385	1	210
390	1	210
395	1	210
400	1	210
405	1	210
410	1	210
415	1	210
420	1	210
425	1	210
430	1	210
435	1	210
440	1	210
445	1	210
450	1	210
50	1	230
55	1	230
60	1	230
65	1	230
70	1	230
75	1	230
80	1	230
85	1	230
90	1	230
95	1	230
100	1	230
105	1	230
110	1	230
115	1	230
120	1	230
125	1	230
130	1	230
135	1	230
140	1	230
145	1	230
150	1	230
155	1	230
160	1	230
165	1	230
170	1	230
175	1	230
180	1	230
185	1	230
190	1	230
195	1	230
200	1	230
205	1	230
210	1	230
215	1	230
220	1	230
225	1	230
230	1	230
235	1	230
240	1	230
245	1	230
250	1	230
255	1	230
260	1	230
265	1	230
270	1	230
275	1	230
280	1	230
285	1	230
290	1	230
295	1	230
300	1	230
305	1	230
310	1	230
315	1	230
320	1	230
325	1	230
330	1	230
335	1	230
340	1	230
345	1	230
350	1	230
355	1	230
360	1	230
365	1	230
370	1	230
375	1	230
380	1	230
385	1	230
390	1	230
395	1	230
400	1	230
405	1	230
410	1	230
415	1	230
420	1	230
425	1	230
430	1	230
435	1	230
440	1	230
445	1	230
450	1	230
50	1	250
55	1	250
60	1	250
65	1	250
70	1	250
75	1	250
80	1	250
85	1	250
90	1	250
95	1	250
100	1	250
105	1	250
110	1	250
115	1	250
120	1	250
125	1	250
130	1	250
135	1	250
140	1	250
145	1	250
150	1	250
155	1	250
160	1	250
165	1	250
170	1	250
175	1	250
180	1	250
185	1	250
190	1	250
195	1	250
200	1	250
205	1	250
210	1	250
215	1	250
220	1	250
225	1	250
230	1	250
235	1	250
240	1	250
245	1	250
250	1	250
255	1	250
260	1	250
265	1	250
270	1	250
275	1	250
280	1	250
285	1	250
290	1	250
295	1	250
300	1	250
305	1	250
310	1	250
315	1	250
320	1	250
325	1	250
330	1	250
335	1	250
340	1	250
345	1	250
350	1	250
355	1	250
360	1	250
365	1	250
370	1	250
375	1	250
380	1	250
385	1	250
390	1	250
395	1	250
400	1	250
405	1	250
410	1	250
415	1	250
420	1	250
425	1	250
430	1	250
435	1	250
440	1	250
445	1	250
450	1	250
