50	1	50
55	1	50
60	1	50
65	1	50
70	1	50
75	1	50
80	1	50
85	1	50
90	1	50
95	1	50
100	1	50
105	1	50
110	1	50
115	1	50
120	1	50
125	1	50
130	1	50
135	1	50
140	1	50
145	1	50
150	1	50
155	1	50
160	1	50
165	1	50
170	1	50
175	1	50
180	1	50
185	1	50
190	1	50
195	1	50
200	1	50
205	1	50
210	1	50
215	1	50
220	1	50
225	1	50
230	1	50
235	1	50
240	1	50
245	1	50
250	1	50
255	1	50
260	1	50
265	1	50
270	1	50
275	1	50
280	1	50
285	1	50
290	1	50
295	1	50
300	1	50
305	1	50
310	1	50
315	1	50
320	1	50
325	1	50
330	1	50
335	1	50
340	1	50
345	1	50
350	1	50
355	1	50
360	1	50
365	1	50
370	1	50
375	1	50
380	1	50
385	1	50
390	1	50
395	1	50
400	1	50
405	1	50
410	1	50
415	1	50
420	1	50
425	1	50
430	1	50
435	1	50
440	1	50
445	1	50
450	1	50
50	1	70
55	1	70
60	1	70
65	1	70
70	1	70
75	1	70
80	1	70
85	1	70
90	1	70
95	1	70
100	1	70
105	1	70
110	1	70
115	1	70
120	1	70
125	1	70
130	1	70
135	1	70
140	1	70
145	1	70
150	1	70
155	1	70
160	1	70
165	1	70
170	1	70
175	1	70
180	1	70
185	1	70
190	1	70
195	1	70
200	1	70
205	1	70
210	1	70
215	1	70
220	1	70
225	1	70
230	1	70
235	1	70
240	1	70
245	1	70
250	1	70
255	1	70
260	1	70
265	1	70
270	1	70
275	1	70
280	1	70
285	1	70
290	1	70
295	1	70
300	1	70
305	1	70
310	1	70
315	1	70
320	1	70
325	1	70
330	1	70
335	1	70
340	1	70
345	1	70
350	1	70
355	1	70
360	1	70
365	1	70
370	1	70
375	1	70
380	1	70
385	1	70
390	1	70
395	1	70
400	1	70
405	1	70
410	1	70
415	1	70
420	1	70
425	1	70
430	1	70
435	1	70
440	1	70
445	1	70
450	1	70
50	1	90
55	1	90
60	1	90
65	1	90
70	1	90
75	1	90
80	1	90
85	1	90
90	1	90
95	1	90
100	1	90
105	1	90
110	1	90
115	1	90
120	1	90
125	1	90
130	1	90
135	1	90
140	1	90
145	1	90
150	1	90
155	1	90
160	1	90
165	1	90
170	1	90
175	1	90
180	1	90
185	1	90
190	1	90
195	1	90
200	1	90
205	1	90
210	1	90
215	1	90
220	1	90
225	1	90
230	1	90
235	1	90
240	1	90
245	1	90
250	1	90
255	1	90
260	1	90
265	1	90
270	1	90
275	1	90
280	1	90
285	1	90
290	1	90
295	1	90
300	1	90
305	1	90
310	1	90
315	1	90
320	1	90
325	1	90
330	1	90
335	1	90
340	1	90
345	1	90
350	1	90
355	1	90
360	1	90
365	1	90
370	1	90
375	1	90
380	1	90
385	1	90
390	1	90
395	1	90
400	1	90
405	1	90
410	1	90
415	1	90
420	1	90
425	1	90
430	1	90
435	1	90
440	1	90
445	1	90
450	1	90
50	1	110
55	1	110
60	1	110
65	1	110
70	1	110
75	1	110
80	1	110
85	1	110
90	1	110
95	1	110
100	1	110
105	1	110
110	1	110
115	1	110
120	1	110
125	1	110
130	1	110
135	1	110
140	1	110
145	1	110
150	1	110
155	1	110
160	1	110
165	1	110
170	1	110
175	1	110
180	1	110
185	1	110
190	1	110
195	1	110
200	1	110
205	1	110
210	1	110
215	1	110
220	1	110
225	1	110
230	1	110
235	1	110
240	1	110
245	1	110
