91
40.00	0.00	40.00	0.00	125.00	1.00
40.00	0.00	42.00	0.00	125.00	1.00
40.00	0.00	44.00	0.00	125.00	1.00
40.00	0.00	46.00	0.00	125.00	1.00
40.00	0.00	48.00	0.00	125.00	1.00
40.00	0.00	50.00	0.00	125.00	1.00
40.00	0.00	52.00	0.00	125.00	1.00
40.00	0.00	54.00	0.00	125.00	1.00
40.00	0.00	56.00	0.00	125.00	1.00
40.00	0.00	58.00	0.00	125.00	1.00
40.00	0.00	60.00	0.00	125.00	1.00
40.00	0.00	62.00	0.00	125.00	1.00
40.00	0.00	64.00	0.00	125.00	1.00
40.00	0.00	66.00	0.00	125.00	1.00
40.00	0.00	68.00	0.00	125.00	1.00
40.00	0.00	70.00	0.00	125.00	1.00
40.00	0.00	72.00	0.00	125.00	1.00
40.00	0.00	74.00	0.00	125.00	1.00
40.00	0.00	76.00	0.00	125.00	1.00
40.00	0.00	78.00	0.00	125.00	1.00
40.00	0.00	80.00	0.00	125.00	1.00
40.00	0.00	82.00	0.00	125.00	1.00
40.00	0.00	84.00	0.00	125.00	1.00
40.00	0.00	86.00	0.00	125.00	1.00
40.00	0.00	88.00	0.00	125.00	1.00
40.00	0.00	90.00	0.00	125.00	1.00
40.00	0.00	92.00	0.00	125.00	1.00
40.00	0.00	94.00	0.00	125.00	1.00
40.00	0.00	96.00	0.00	125.00	1.00
40.00	0.00	98.00	0.00	125.00	1.00
40.00	0.00	100.00	0.00	125.00	1.00
40.00	0.00	102.00	0.00	125.00	1.00
40.00	0.00	104.00	0.00	125.00	1.00
40.00	0.00	106.00	0.00	125.00	1.00
40.00	0.00	108.00	0.00	125.00	1.00
40.00	0.00	110.00	0.00	125.00	1.00
40.00	0.00	112.00	0.00	125.00	1.00
40.00	0.00	114.00	0.00	125.00	1.00
40.00	0.00	116.00	0.00	125.00	1.00
40.00	0.00	118.00	0.00	125.00	1.00
40.00	0.00	120.00	0.00	125.00	1.00
40.00	0.00	122.00	0.00	125.00	1.00
40.00	0.00	124.00	0.00	125.00	1.00
40.00	0.00	126.00	0.00	125.00	1.00
40.00	0.00	128.00	0.00	125.00	1.00
40.00	0.00	130.00	0.00	125.00	1.00
40.00	0.00	132.00	0.00	125.00	1.00
40.00	0.00	134.00	0.00	125.00	1.00
40.00	0.00	136.00	0.00	125.00	1.00
40.00	0.00	138.00	0.00	125.00	1.00
40.00	0.00	140.00	0.00	125.00	1.00
40.00	0.00	142.00	0.00	125.00	1.00
40.00	0.00	144.00	0.00	125.00	1.00
40.00	0.00	146.00	0.00	125.00	1.00
40.00	0.00	148.00	0.00	125.00	1.00
40.00	0.00	150.00	0.00	125.00	1.00
40.00	0.00	152.00	0.00	125.00	1.00
40.00	0.00	154.00	0.00	125.00	1.00
40.00	0.00	156.00	0.00	125.00	1.00
40.00	0.00	158.00	0.00	125.00	1.00
40.00	0.00	160.00	0.00	125.00	1.00
40.00	0.00	162.00	0.00	125.00	1.00
40.00	0.00	164.00	0.00	125.00	1.00
40.00	0.00	166.00	0.00	125.00	1.00
40.00	0.00	168.00	0.00	125.00	1.00
40.00	0.00	170.00	0.00	125.00	1.00
40.00	0.00	172.00	0.00	125.00	1.00
40.00	0.00	174.00	0.00	125.00	1.00
40.00	0.00	176.00	0.00	125.00	1.00
40.00	0.00	178.00	0.00	125.00	1.00
40.00	0.00	180.00	0.00	125.00	1.00
40.00	0.00	182.00	0.00	125.00	1.00
40.00	0.00	184.00	0.00	125.00	1.00
40.00	0.00	186.00	0.00	125.00	1.00
40.00	0.00	188.00	0.00	125.00	1.00
40.00	0.00	190.00	0.00	125.00	1.00
40.00	0.00	192.00	0.00	125.00	1.00
40.00	0.00	194.00	0.00	125.00	1.00
40.00	0.00	196.00	0.00	125.00	1.00
40.00	0.00	198.00	0.00	125.00	1.00
40.00	0.00	200.00	0.00	125.00	1.00
40.00	0.00	202.00	0.00	125.00	1.00
40.00	0.00	204.00	0.00	125.00	1.00
40.00	0.00	206.00	0.00	125.00	1.00
40.00	0.00	208.00	0.00	125.00	1.00
40.00	0.00	210.00	0.00	125.00	1.00
40.00	0.00	212.00	0.00	125.00	1.00
40.00	0.00	214.00	0.00	125.00	1.00
40.00	0.00	216.00	0.00	125.00	1.00
40.00	0.00	218.00	0.00	125.00	1.00
40.00	0.00	220.00	0.00	125.00	1.00
